Topic	Title	Link	EDAM topic	EDAM operation	Creation	Last modification	Version	Tutorial	Slides	Video	Workflows	Tools	Servers with precise tool versions	Servers with tool but different versions	Feedback number	Feedback mean note	Visitors	Page views	Visit duration	Video views
Genome Annotation	Identification of AMR genes in an assembled bacterial genome	https://training.galaxyproject.org//topics/genome-annotation/tutorials/amr-gene-detection/tutorial.html	Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology, Sequence analysis, Infectious disease, Antimicrobial resistance	Genome annotation, Read mapping, Genome visualisation, Antimicrobial resistance prediction	2024-01-23	2024-10-15	7	True	False	True	True	tbl2gff3, bakta, Grep1, jbrowse, staramr_search, bowtie2, upload1	UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr	Galaxy@AuBi, UseGalaxy.org (Main)	0		2405	3308	2.9833333333333334	0
Genome Annotation	Refining Genome Annotations with Apollo (prokaryotes)	https://training.galaxyproject.org//topics/genome-annotation/tutorials/apollo/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis	Genome visualisation	2021-06-04	2025-02-26	21	True	True	True	True	list_organism, create_or_update, jbrowse, iframe, create_account		UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.no	0		2241007	5954653	5.266666666666667	0
Genome Annotation	Bacterial Genome Annotation	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-genome-annotation/tutorial.html	Genomics, Microbiology, Gene and protein families, Sequence analysis, Whole genome sequencing, Functional genomics, Mobile genetic elements	Protein feature detection, Nucleic acid feature detection, Genome assembly, Sequence motif recognition, Genome visualisation, Multilocus sequence typing, Genome annotation, Structural variation detection, Scaffolding	2024-02-01	2024-10-15	6	True	False	True	True	tp_tail_tool, bakta, plasmidfinder, Grouping1, tbl2gff3, jbrowse, tp_replace_in_column, integron_finder, isescan, upload1	UseGalaxy.eu, UseGalaxy.fr	Galaxy@AuBi, UseGalaxy.cz, UseGalaxy.org (Main)	0		4514	6125	2.7	0
Genome Annotation	Dataset construction for bacterial comparative genomics	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-comparative-genomics-dataset-construction/tutorial.html	Genomics, Microbiology	Sequence database search, Data handling, Data retrieval	2025-03-14	2025-03-14	1	True	False	False	False	sort1, cat1, Remove beginning1, upload1, bg_uniq, Cut1, datasets_download_genome	UseGalaxy.eu, UseGalaxy.fr	UseGalaxy.be, UseGalaxy.cz	0		20	23	19.633333333333333	0
Genome Annotation	Bacterial genome quality control	https://training.galaxyproject.org//topics/genome-annotation/tutorials/bacterial-genome-quality-control/tutorial.html	Genomics, Microbiology	Genome comparison, Sequence assembly validation, Validation, Sequencing quality control, Sequence composition calculation, Statistical calculation	2025-03-14	2025-03-14	1	True	False	False	False	drep_dereplicate, upload1, checkm2	UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main)		0		18	19	3.216666666666667	0
Genome Annotation	Comparative gene analysis in unannotated genomes	https://training.galaxyproject.org//topics/genome-annotation/tutorials/gene-centric/tutorial.html	Genomics, Gene and protein families, Sequence analysis, Phylogeny	Sequence alignment analysis, De-novo assembly, Coding region prediction, Database search, Multiple sequence alignment, Phylogenetic tree generation, Transcriptome assembly	2022-09-08	2024-03-18	8	True	False	False	True	gops_intersect_1, Add_a_column1, regexColumn1, rbc_mafft, rapidnj, tp_split_on_column, collapse_dataset, bg_diamond_makedb, tab2fasta, bg_diamond, join1, bg_diamond_view, cat1, orfipy, Filter1, Cut1	UseGalaxy.eu, UseGalaxy.org (Main)	UseGalaxy.cz	0		1489	2186	3.283333333333333	0
Genome Annotation	Essential genes detection with Transposon insertion sequencing	https://training.galaxyproject.org//topics/genome-annotation/tutorials/tnseq/tutorial.html	Genomics, Microbiology, Sequence analysis, Mobile genetic elements	Sequence trimming, Transposon prediction, Primer removal, Read pre-processing	2019-07-02	2024-03-18	12	True	True	False	True	Add_a_column1, __EXTRACT_DATASET__, cutadapt, tp_sort_header_tool, deeptools_bam_coverage, transit_gumbel, bowtie_wrapper, bg_find_subsequences, tp_easyjoin_tool, Filter1, gff_to_prot, Cut1	UseGalaxy.be, UseGalaxy.no, UseGalaxy.org.au	UseGalaxy.cz, UseGalaxy.eu	0		2473890	6745676	4.333333333333333	0
Variant Analysis	Microbial Variant Calling	https://training.galaxyproject.org//topics/variant-analysis/tutorials/microbial-variants/tutorial.html	Genomics, Sequence assembly, DNA polymorphism, Microbiology, Sequence analysis, Genetic variation	Phylogenetic tree visualisation, Variant calling, Phylogenetic tree generation, Genome visualisation	2018-02-26	2025-03-19	24	True	False	False	True	jbrowse, snippy	UseGalaxy.be, UseGalaxy.eu, UseGalaxy.org (Main)	GalaxyTrakr, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	0		13899	22483	2.0166666666666666	0
Microbiome	Analyses of metagenomics data - The global picture	https://training.galaxyproject.org//topics/microbiome/tutorials/general-tutorial/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	DNA barcoding, Visualisation, Sequence read processing, Sequencing quality control, Taxonomic classification, Phylogenetic analysis, Sequence clustering	2017-06-22	2024-08-09	4	True	False	False	True	humann2_renorm_table, taxonomy_krona_chart, mothur_align_seqs, humann2, mothur_cluster_split, mothur_screen_seqs, mothur_unique_seqs, mothur_filter_seqs, mothur_classify_seqs, metaphlan2, humann2_regroup_table, mothur_summary_seqs, krona-text, mothur_classify_otu, mothur_pre_cluster, mothur_make_biom, mothur_count_seqs, mothur_make_group, mothur_make_shared, metaphlan2krona, mothur_merge_files		UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	0		5979	8158	2.9	0
Microbiome	Metatranscriptomics analysis using microbiome RNA-seq data (short)	https://training.galaxyproject.org//topics/microbiome/tutorials/metatranscriptomics-short/tutorial.html	Metatranscriptomics, Microbial ecology, Taxonomy, Function analysis, Sequence analysis	Phylogenetic tree editing, Conversion, Statistical calculation, Phylogenetic tree analysis, Nucleic acid sequence analysis, Sequence similarity search, Phylogenetic tree visualisation, Sequence composition calculation, Taxonomic classification, Phylogenetic analysis, Sequence alignment analysis, Visualisation, Species frequency estimation, Sequencing quality control, Sequence comparison, Sequence trimming, Phylogenetic inference, Validation, Primer removal, Read pre-processing	2020-02-13	2025-04-07	5	True	False	True	True	graphlan_annotate, humann_rename_table, Grep1, multiqc, metaphlan, humann_renorm_table, taxonomy_krona_chart, cutadapt, Cut1, humann, tp_find_and_replace, fastqc, humann_regroup_table, fastq_paired_end_interlacer, combine_metaphlan2_humann2, humann_unpack_pathways, bg_sortmerna, graphlan, export2graphlan, humann_split_stratified_table	UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.cz, UseGalaxy.no	0		492	622	1.8166666666666667	0
Microbiome	Metatranscriptomics analysis using microbiome RNA-seq data	https://training.galaxyproject.org//topics/microbiome/tutorials/metatranscriptomics/tutorial.html	Metatranscriptomics, Microbial ecology, Taxonomy, Function analysis, Sequence analysis	Phylogenetic tree editing, Conversion, Statistical calculation, Phylogenetic tree analysis, Nucleic acid sequence analysis, Sequence similarity search, Phylogenetic tree visualisation, Sequence composition calculation, Taxonomic classification, Phylogenetic analysis, Sequence alignment analysis, Visualisation, Species frequency estimation, Sequencing quality control, Sequence comparison, Sequence trimming, Phylogenetic inference, Validation, Primer removal, Read pre-processing	2019-11-21	2025-04-07	5	True	True	True	True	graphlan_annotate, humann_rename_table, Grep1, multiqc, metaphlan, humann_renorm_table, taxonomy_krona_chart, cutadapt, Cut1, humann, tp_find_and_replace, fastqc, humann_regroup_table, fastq_paired_end_interlacer, combine_metaphlan2_humann2, humann_unpack_pathways, bg_sortmerna, graphlan, export2graphlan, humann_split_stratified_table	UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.cz, UseGalaxy.no	0		2471163	6737974	4.483333333333333	0
Microbiome	Assembly of metagenomic sequencing data	https://training.galaxyproject.org//topics/microbiome/tutorials/metagenomics-assembly/tutorial.html	Metagenomics, Sequence assembly	Local alignment, Genome assembly, Statistical calculation, Sequence file editing, Variant calling, Sequence composition calculation, Sequence contamination filtering, Formatting, Sequence alignment analysis, Sequence assembly validation, Visualisation, Data handling, Sequencing quality control, Read mapping, Sequence trimming, Primer removal, Sequence assembly visualisation, Read pre-processing	2022-12-05	2024-11-26	5	True	False	True	True	metaspades, megahit, filter_tabular, bandage_info, bandage_image, collection_column_join, coverm_contig, megahit_contig2fastg, ngsutils_bam_filter, quast, bowtie2, cutadapt, random_lines1, tp_cat, seqtk_subseq, fastqc, bg_uniq, bamtools		UseGalaxy.cz, UseGalaxy.eu	0		3071	4312	2.9166666666666665	0
Microbiome	Identification of the micro-organisms in a beer using Nanopore sequencing	https://training.galaxyproject.org//topics/microbiome/tutorials/beer-data-analysis/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	Visualisation, Sequence contamination filtering, Sequencing quality control, Taxonomic classification, Sequence composition calculation, Statistical calculation, Aggregation	2022-09-29	2024-11-29	5	True	False	True	True	krakentools_kreport2krona, kraken2, taxonomy_krona_chart, Filter1, fastp, porechop, fastqc	GalaxyTrakr, UseGalaxy.eu, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.cz	0		1995	2955	2.95	0
Microbiome	Building an amplicon sequence variant (ASV) table from 16S data using DADA2	https://training.galaxyproject.org//topics/microbiome/tutorials/dada-16S/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Variant calling, DNA barcoding, Visualisation, Deposition, Analysis	2024-06-05	2025-04-22	10	True	False	True	True	dada2_assignTaxonomyAddspecies, interactive_tool_phyloseq, dada2_makeSequenceTable, Add_a_column1, dada2_plotQualityProfile, __UNZIP_COLLECTION__, dada2_learnErrors, Grouping1, dada2_dada, tp_replace_in_column, collection_element_identifiers, phyloseq_from_dada2, dada2_filterAndTrim, dada2_mergePairs, dada2_seqCounts, __SORTLIST__, cat1, tp_replace_in_line, tp_head_tool, dada2_removeBimeraDenovo	UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main)		0		3592	4824	2.1166666666666667	0
Microbiome	Antibiotic resistance detection	https://training.galaxyproject.org//topics/microbiome/tutorials/plasmid-metagenomics-nanopore/tutorial.html	Metagenomic sequencing, Public health and epidemiology, Metagenomics, Microbiology, Infectious disease, Sequence analysis, Antimicrobial resistance	Pairwise sequence alignment, Box-Whisker plot plotting, Genome assembly, Scatter plot plotting, Mapping assembly, Sequence analysis, Aggregation, De-novo assembly, Sequence assembly visualisation, Antimicrobial resistance prediction	2019-06-25	2024-06-14	4	True	False	True	True	unicycler, gfa_to_fa, staramr_search, miniasm, minimap2, nanoplot, racon, PlasFlow, bandage_image	UseGalaxy.eu	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	0		2495	3562	2.966666666666667	0
Microbiome	16S Microbial analysis with Nanopore data	https://training.galaxyproject.org//topics/microbiome/tutorials/nanopore-16S-metagenomics/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	Visualisation, Validation, Sequence contamination filtering, Taxonomic classification, Sequence composition calculation, Statistical calculation, Sequencing quality control	2020-11-24	2024-07-31	5	True	False	False	True	kraken2, multiqc, datamash_reverse, taxonomy_krona_chart, tp_replace_in_line, Remove beginning1, fastp, porechop, fastqc	UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	GalaxyTrakr, UseGalaxy.be, UseGalaxy.cz	0		5626	7814	2.716666666666667	0
Microbiome	Taxonomic Profiling and Visualization of Metagenomic Data	https://training.galaxyproject.org//topics/microbiome/tutorials/taxonomic-profiling/tutorial.html	Metagenomics, Microbial ecology, Taxonomy, Sequence analysis	Phylogenetic tree analysis, Nucleic acid sequence analysis, Visualisation, Genome annotation, Taxonomic classification, Statistical calculation, Aggregation	2023-05-03	2025-04-24	6	True	False	True	True	est_abundance, kraken2, metaphlan, interactive_tool_pavian, kraken_biom, taxonomy_krona_chart, krakentools_kreport2krona, __UNZIP_COLLECTION__, interactive_tool_phinch	UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org.au		0		8341	11276	2.1	0
Microbiome	Pathogen detection from (direct Nanopore) sequencing data using Galaxy - Foodborne Edition	https://training.galaxyproject.org//topics/microbiome/tutorials/pathogen-detection-from-nanopore-foodborne-data/tutorial.html	Metagenomics, Public health and epidemiology, Taxonomy, Sequence assembly, Pathology, Sequence analysis	Box-Whisker plot plotting, Genome assembly, Phylogenetic tree generation, Phylogenetic tree reconstruction, Statistical calculation, Aggregation, Phylogenetic tree analysis, Variant calling, Multilocus sequence typing, Taxonomic classification, Sequence composition calculation, Sequence contamination filtering, Antimicrobial resistance prediction, Sequence alignment analysis, Visualisation, Pairwise sequence alignment, Cross-assembly, Data handling, Sequencing quality control, Multiple sequence alignment, Scatter plot plotting, Mapping assembly, Sequence assembly, Phylogenetic tree generation (from molecular sequences), De-novo assembly, Validation, Base-calling, Phylogenetic tree generation (maximum likelihood and Bayesian methods), Sequence assembly visualisation, Mapping	2023-01-26	2024-09-27	11	True	False	True	True	krakentools_extract_kraken_reads, Grep1, tp_cut_tool, split_file_to_collection, bcftools_consensus, multiqc, samtools_depth, fasttree, taxonomy_krona_chart, Cut1, bandage_image, barchart_gnuplot, tp_multijoin_tool, Add_a_column1, kraken2, add_line_to_file, newick_display, tp_find_and_replace, tp_sorted_uniq, fasta2tab, Remove beginning1, porechop, fastqc, Paste1, __FILTER_FAILED_DATASETS__, compose_text_param, mlst, Grouping1, fasta_merge_files_and_filter_unique_sequences, table_compute, Count1, param_value_from_file, clair3, tp_replace_in_column, collection_column_join, __BUILD_LIST__, clustalw, collection_element_identifiers, medaka_consensus_pipeline, samtools_coverage, snpSift_extractFields, krakentools_kreport2krona, fastp, nanoplot, CONVERTER_gz_to_uncompressed, snpSift_filter, abricate, regexColumn1, __FILTER_EMPTY_DATASETS__, flye, tp_split_on_column, regex1, samtools_fastx, collapse_dataset, tab2fasta, bedtools_getfastabed, minimap2, ggplot2_heatmap, bcftools_norm, tp_head_tool, bamtools_split_mapped	UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.org.au	0		3552	5437	3.4166666666666665	0
Microbiome	QIIME 2 Moving Pictures	https://training.galaxyproject.org//topics/microbiome/tutorials/qiime2-moving-pictures/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding		2024-03-14	2024-03-14	1	external	False	False	False			UseGalaxy.eu, UseGalaxy.org, UseGalaxy.org.au, UseGalaxy.fr	0		318	505	3.6333333333333333	0
Microbiome	Binning of metagenomic sequencing data	https://training.galaxyproject.org//topics/microbiome/tutorials/metagenomics-binning/tutorial.html	Metagenomics, Sequence assembly	Sequence assembly validation, Validation, Genome assembly, Sequencing quality control, Sequence composition calculation, Statistical calculation	2023-12-05	2024-09-12	4	True	False	True	False	checkm_lineage_wf, megahit	GalaxyTrakr, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr	UseGalaxy.org (Main), UseGalaxy.org.au	0		3846	4698	1.4	0
Microbiome	QIIME 2 Cancer Microbiome Intervention	https://training.galaxyproject.org//topics/microbiome/tutorials/qiime2-cancer-microbiome-intervention/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding		2024-02-12	2024-03-14	3	external	False	False	False			UseGalaxy.eu, UseGalaxy.org, UseGalaxy.org.au, UseGalaxy.fr	0		269	459	3.35	0
Microbiome	16S Microbial Analysis with mothur (extended)	https://training.galaxyproject.org//topics/microbiome/tutorials/mothur-miseq-sop/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	DNA barcoding, Visualisation, Sequence read processing, Sequencing quality control, Phylogenetic tree generation, Phylogenetic tree reconstruction, Phylogenetic tree analysis, Taxonomic classification, Phylogenetic analysis, Sequence clustering	2017-02-12	2024-03-14	4	True	False	False	True	mothur_heatmap_sim, mothur_venn, mothur_remove_groups, mothur_cluster, taxonomy_krona_chart, mothur_dist_seqs, mothur_align_seqs, mothur_remove_lineage, mothur_cluster_split, mothur_screen_seqs, mothur_unique_seqs, mothur_count_groups, mothur_filter_seqs, mothur_get_groups, mothur_rarefaction_single, newick_display, mothur_taxonomy_to_krona, mothur_summary_single, mothur_classify_seqs, mothur_chimera_vsearch, XY_Plot_1, mothur_summary_seqs, mothur_classify_otu, mothur_make_contigs, mothur_pre_cluster, mothur_seq_error, mothur_make_biom, mothur_count_seqs, mothur_make_shared, mothur_dist_shared, mothur_remove_seqs, mothur_tree_shared, mothur_sub_sample	UseGalaxy.be, UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	0		8814	13072	2.8	0
Microbiome	16S Microbial Analysis with mothur (short)	https://training.galaxyproject.org//topics/microbiome/tutorials/mothur-miseq-sop-short/tutorial.html	Microbial ecology, Taxonomy, Sequence analysis, Metabarcoding	DNA barcoding, Visualisation, Sequence read processing, Sequencing quality control, Phylogenetic tree generation, Phylogenetic tree reconstruction, Phylogenetic tree analysis, Taxonomic classification, Phylogenetic analysis, Sequence clustering	2019-05-13	2024-06-14	5	True	False	True	True	mothur_heatmap_sim, mothur_venn, mothur_remove_groups, mothur_cluster, mothur_dist_seqs, mothur_remove_lineage, mothur_cluster_split, mothur_screen_seqs, mothur_unique_seqs, mothur_count_groups, mothur_filter_seqs, mothur_rarefaction_single, newick_display, mothur_summary_single, mothur_classify_seqs, mothur_chimera_vsearch, XY_Plot_1, mothur_summary_seqs, mothur_classify_otu, mothur_pre_cluster, mothur_count_seqs, mothur_make_shared, mothur_dist_shared, collapse_dataset, mothur_remove_seqs, mothur_tree_shared, mothur_sub_sample	UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.fr	0		3982	6777	4.75	0
Variant Analysis	M. tuberculosis Variant Analysis	https://training.galaxyproject.org//topics/variant-analysis/tutorials/tb-variant-analysis/tutorial.html	Genomics, Microbiology, Sequence assembly, Genetic variation, Public health and epidemiology, Infectious disease	Sequence alignment analysis, Global alignment, Local alignment, Sequencing quality control, Sequence analysis, Sequence alignment, Statistical calculation, Phylogenetic tree generation, Variant calling, Genome visualisation, Validation, Sequence contamination filtering, Phylogenetic tree visualisation, Taxonomic classification, Sequence composition calculation, Antimicrobial resistance prediction	2020-07-25	2024-07-26	30	True	False	True	True	__FLATTEN__, mosdepth, bcftools_consensus, multiqc, tbvcfreport, samtools_stats, kraken2, tp_sed_tool, EMBOSS:%20seqret84, tb_variant_filter, upload1, fastqc, jvarkit_wgscoverageplotter, EMBOSS: seqret84, jbrowse, tb_profiler_profile, fastp, snippy, qualimap_bamqc, tp_awk_tool			0		6508	10123	2.9	0
Proteomics	metaQuantome 1: Data creation	https://training.galaxyproject.org//topics/proteomics/tutorials/metaquantome-data-creation/tutorial.html	Proteomics, Proteogenomics, Biodiversity, Taxonomy	Label-free quantification, Filtering, Visualisation, Prediction and recognition, Formatting	2020-10-16	2024-03-14	20	True	False	False	True	msconvert, Grep1, regex1, tp_replace_in_column, search_gui, flashlfq, unipept, tp_replace_in_line, Remove beginning1, Filter1, query_tabular, Cut1, peptide_shaker	UseGalaxy.eu	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.no, UseGalaxy.org.au	0		838	1444	3.8333333333333335	0
Proteomics	metaQuantome 3: Taxonomy	https://training.galaxyproject.org//topics/proteomics/tutorials/metaquantome-taxonomy/tutorial.html	Proteomics, Proteogenomics, Metatranscriptomics, Microbial ecology, Metagenomics, Taxonomy	Indexing, Filtering, Query and retrieval, Visualisation, Differential protein expression analysis, Quantification, Heat map generation, Principal component visualisation, Statistical inference, Functional clustering	2020-10-29	2024-03-15	14	True	False	False	True	metaquantome_filter, metaquantome_viz, metaquantome_stat, metaquantome_sample, metaquantome_expand, metaquantome_db	UseGalaxy.be, UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org.au	0		411	548	2.55	0
Proteomics	Metaproteomics tutorial	https://training.galaxyproject.org//topics/proteomics/tutorials/metaproteomics/tutorial.html	Proteomics, Proteogenomics, Biodiversity, Taxonomy	Prediction and recognition, Visualisation	2017-06-28	2024-06-14	41	True	False	True	True	search_gui, sqlite_to_tabular, unipept, query_tabular, peptide_shaker	UseGalaxy.eu, UseGalaxy.no, UseGalaxy.org (Main), UseGalaxy.org.au	UseGalaxy.be, UseGalaxy.cz	0		2605	4227	2.7333333333333334	0
